TYPE	text	text	text	integer	text	float	float	text	integer	text	text	integer	integer	integer	integer	float	float	float	float	float	float	text	text	text	text	text	text	text	text	text	text	text	integer	integer	integer	text	integer	boolean																																																																																																																																																							
FEPARAMS	Protocol_Name	Protocol_date	Scan_ScannerName	Scan_NumChannels	Scan_Date	Scan_MicronsPerPixelX	Scan_MicronsPerPixelY	Scan_OriginalGUID	Scan_NumScanPass	Grid_Name	Grid_Date	Grid_NumSubGridRows	Grid_NumSubGridCols	Grid_NumRows	Grid_NumCols	Grid_RowSpacing	Grid_ColSpacing	Grid_OffsetX	Grid_OffsetY	Grid_NomSpotWidth	Grid_NomSpotHeight	Grid_GenomicBuild	FeatureExtractor_Barcode	FeatureExtractor_Sample	FeatureExtractor_ScanFileName	FeatureExtractor_ArrayName	FeatureExtractor_ScanFileGUID	FeatureExtractor_DesignFileName	FeatureExtractor_ExtractionTime	FeatureExtractor_UserName	FeatureExtractor_ComputerName	FeatureExtractor_Version	FeatureExtractor_IsXDRExtraction	FeatureExtractor_ColorMode	FeatureExtractor_QCReportType	DyeNorm_NormFilename	DyeNorm_NormNumProbes	Grid_IsGridFile																																																																																																																																																							
DATA	Guys121919_CGH_1100_Jul11_2 (Editable)	19/12/2012 15:40	Agilent Technologies Scanner G2505C US95100339	2	01/04/2013 15:45	3	3	2cff9776-fb8d-4343-af2d-52595d2e4357	1	028469_Guys19_110601	19/01/2011 00:00	1	1	384	164	36.6617	31.745	0	18.3309	30	30	Guys19_110601	252846911061_1_1		G:\ScannerImages\252846911061_S01.tif	252846911061_S01	edc87171-84a8-4e0a-beef-71d988211574	028469_Guys19_110601.xml	04/01/2013 15:45	scanner	MACHINA	11.0.1.1	0	1	4		0	0																																																																																																																																																							
*																																																																																																																																																																																													
TYPE	float	float	float	integer	integer	float	float	float	integer	integer	float	float	integer	float	float	float	integer	float	float	integer	integer	float	float	float	integer	float	float	integer	integer	integer	integer	integer	float	float	float	integer	integer	integer	integer	integer	float	float	float	integer	float	float	float	float	float	float	float	integer	integer	float	float	integer	integer	float	float	float	float	float	float	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	integer	float	float	float	float	float	integer	integer	integer	integer	float	float	float	float	integer	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	integer	integer	integer	float	float	integer	text	integer	integer	float	float	float	float	text	text	text	float	float	float	float	float	integer	integer	boolean	float	float	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean
STATS	gDarkOffsetAverage	gDarkOffsetMedian	gDarkOffsetStdDev	gDarkOffsetNumPts	gSaturationValue	rDarkOffsetAverage	rDarkOffsetMedian	rDarkOffsetStdDev	rDarkOffsetNumPts	rSaturationValue	gAvgSig2BkgNegCtrl	rAvgSig2BkgNegCtrl	gNumSatFeat	gLocalBGInlierNetAve	gLocalBGInlierAve	gLocalBGInlierSDev	gLocalBGInlierNum	gGlobalBGInlierAve	gGlobalBGInlierSDev	gGlobalBGInlierNum	rNumSatFeat	rLocalBGInlierNetAve	rLocalBGInlierAve	rLocalBGInlierSDev	rLocalBGInlierNum	rGlobalBGInlierAve	rGlobalBGInlierSDev	rGlobalBGInlierNum	gNumFeatureNonUnifOL	gNumPopnOL	gNumNonUnifBGOL	gNumPopnBGOL	gOffsetUsed	gGlobalFeatInlierAve	gGlobalFeatInlierSDev	gGlobalFeatInlierNum	rNumFeatureNonUnifOL	rNumPopnOL	rNumNonUnifBGOL	rNumPopnBGOL	rOffsetUsed	rGlobalFeatInlierAve	rGlobalFeatInlierSDev	rGlobalFeatInlierNum	AllColorPrcntSat	AnyColorPrcntSat	AnyColorPrcntFeatNonUnifOL	AnyColorPrcntBGNonUnifOL	AnyColorPrcntFeatPopnOL	AnyColorPrcntBGPopnOL	TotalPrcntFeatOL	gNumNegBGSubFeat	gNonCtrlNumNegFeatBGSubSig	gLinearDyeNormFactor	gRMSLowessDNF	rNumNegBGSubFeat	rNonCtrlNumNegFeatBGSubSig	rLinearDyeNormFactor	rRMSLowessDNF	gSpatialDetrendRMSFit	gSpatialDetrendRMSFilteredMinusFit	gSpatialDetrendSurfaceArea	gSpatialDetrendVolume	gSpatialDetrendAveFit	rSpatialDetrendRMSFit	rSpatialDetrendRMSFilteredMinusFit	rSpatialDetrendSurfaceArea	rSpatialDetrendVolume	rSpatialDetrendAveFit	gNonCtrlNumSatFeat	gNonCtrl99PrcntNetSig	gNonCtrl50PrcntNetSig	gNonCtrl1PrcntNetSig	gNonCtrlMedPrcntCVBGSubSig	rNonCtrlNumSatFeat	rNonCtrl99PrcntNetSig	rNonCtrl50PrcntNetSig	rNonCtrl1PrcntNetSig	rNonCtrlMedPrcntCVBGSubSig	gNegCtrlNumInliers	gNegCtrlAveNetSig	gNegCtrlSDevNetSig	gNegCtrlAveBGSubSig	gNegCtrlSDevBGSubSig	rNegCtrlNumInliers	rNegCtrlAveNetSig	rNegCtrlSDevNetSig	rNegCtrlAveBGSubSig	rNegCtrlSDevBGSubSig	gAveNumPixOLLo	gAveNumPixOLHi	gPixCVofHighSignalFeat	gNumHighSignalFeat	rAveNumPixOLLo	rAveNumPixOLHi	rPixCVofHighSignalFeat	rNumHighSignalFeat	NonCtrlAbsAveLogRatio	NonCtrlSDevLogRatio	NonCtrlSNRLogRatio	AddErrorEstimateGreen	AddErrorEstimateRed	TotalNumFeatures	NonCtrlNumUpReg	NonCtrlNumDownReg	NumIsNorm	ROIHeight	ROIWidth	CentroidDiffX	CentroidDiffY	NumFoundFeat	MaxNonUnifEdges	MaxSpotNotFoundEdges	gMultDetrendRMSFit	rMultDetrendRMSFit	gMultDetrendSurfaceAverage	rMultDetrendSurfaceAverage	DerivativeOfLogRatioSD	gNonCtrl50PrcntBGSubSig	rNonCtrl50PrcntBGSubSig	gMedPrcntCVProcSignal	rMedPrcntCVProcSignal	geQCMedPrcntCVProcSignal	reQCMedPrcntCVProcSignal	gOutlierFlagger_Auto_FeatB_Term	rOutlierFlagger_Auto_FeatB_Term	gOutlierFlagger_Auto_FeatC_Term	rOutlierFlagger_Auto_FeatC_Term	gOutlierFlagger_Auto_BgndB_Term	rOutlierFlagger_Auto_BgndB_Term	gOutlierFlagger_Auto_BgndC_Term	rOutlierFlagger_Auto_BgndC_Term	OutlierFlagger_FeatChiSq	OutlierFlagger_BgndChiSq	GriddingStatus	IsGoodGrid	NumGeneNonUnifOL	TotalNumberOfReplicatedGenes	gPercentileIntensityProcessedSignal	rPercentileIntensityProcessedSignal	ExtractionStatus	QCMetricResults	gNonCtrlNumWellAboveBG	rNonCtrlNumWellAboveBG	UpRandomnessRatio	DownRandomnessRatio	UpRandomnessSDRatio	DownRandomnessSDRatio	UpRegQualityRatioResult	DownRegQualityRatioResult	ImageDepth	AFHold	gPMTVolts	rPMTVolts	GlassThickness	RestrictionControl	gDDN	rDDN	GridHasBeenOptimized	gNegCtrlSpread	rNegCtrlSpread	Metric_IsGoodGrid	Metric_IsGoodGrid_IsInRange	Metric_AnyColorPrcntFeatNonUnifOL	Metric_AnyColorPrcntFeatNonUnifOL_IsInRange	Metric_DerivativeLR_Spread	Metric_DerivativeLR_Spread_IsInRange	Metric_g_Signal2Noise	Metric_g_Signal2Noise_IsInRange	Metric_g_SignalIntensity	Metric_g_SignalIntensity_IsInRange	Metric_r_Signal2Noise	Metric_r_Signal2Noise_IsInRange	Metric_r_SignalIntensity	Metric_r_SignalIntensity_IsInRange	Metric_gRepro	Metric_gRepro_IsInRange	Metric_g_BGNoise	Metric_g_BGNoise_IsInRange	Metric_rRepro	Metric_rRepro_IsInRange	Metric_r_BGNoise	Metric_r_BGNoise_IsInRange	Metric_RestrictionControl	Metric_RestrictionControl_IsInRange	Metric_gDDN	Metric_gDDN_IsInRange	Metric_rDDN	Metric_rDDN_IsInRange
DATA	6.34049	6.34049	1.61712	0	65528	6.00876	6.00876	1.75339	0	65528	2.87844	1.90889	302	22.9073	29.2478	1.53945	43297	29.2478	1.53945	43297	314	27.2433	33.252	1.74371	43574	33.252	1.74371	43574	47	48	17	3247	6.34049	1898.34	5594.36	46450	61	43	32	2970	6.00876	1690.89	5647.99	46442	0.644551	0.678927	0.14395	0.0794947	0.163286	8.08053	0.124244	425	4	0.854429	0	428	8	1.0136	0	1.64945	9.54048	1.00085	2.86071	69.7417	1.49118	8.78892	1.00063	5.61543	55.9047	2	3179.42	1221.36	548.993	-1	1	2729.76	1020.39	452.552	-1	698	63.468	9.91459	-0.0265193	9.77277	702	50.2209	9.4712	0.181669	9.30928	0.0508551	0.710919	0.109653	807	0.0347843	0.902673	0.121115	844	0	0	0	8.35014	9.43589	46544	68	50	24659	3.67198	6.347	0.712919	0.582959	46195	0.00520833	0.473958	0.05419	0.061049	1162.34	977.854	0.0863607	1158.09	970.753	-1	-1	0	0	305	245.568	221.445	361.492	83.8468	95.5694	79.108	204.687	2.3188	1.31514	0	1	52	42631	1197.88	1207.41	1	ExtractionEvaluate	42603	42602	0.992861	1.00962	2.50161	2.95804	Random	Random	16 Bit	0	444	445	987.026	-1	-2	-7	0	35.4902	34.141	1	1	0.14395	1	0.0863607	1	118.502	1	1158.09	1	104.278	1	970.753	1	-0.01	0	9.77277	1	-0.01	0	9.30928	1	-1	0	-2	1	-7	1
*																																																																																																																																																																																													
TYPE	integer	integer	integer	integer	integer	text	text	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	float	float	boolean	boolean	boolean	boolean	float	float	float																																																																																																																																																			
FEATURES	FeatureNum	Row	Col	SubTypeMask	ControlType	ProbeName	SystematicName	PositionX	PositionY	LogRatio	LogRatioError	PValueLogRatio	gProcessedSignal	rProcessedSignal	gProcessedSigError	rProcessedSigError	gMedianSignal	rMedianSignal	gBGMedianSignal	rBGMedianSignal	gBGPixSDev	rBGPixSDev	gIsSaturated	rIsSaturated	gIsFeatNonUnifOL	rIsFeatNonUnifOL	gIsBGNonUnifOL	rIsBGNonUnifOL	gIsFeatPopnOL	rIsFeatPopnOL	gIsBGPopnOL	rIsBGPopnOL	IsManualFlag	gBGSubSignal	rBGSubSignal	gIsPosAndSignif	rIsPosAndSignif	gIsWellAboveBG	rIsWellAboveBG	SpotExtentX	gBGMeanSignal	rBGMeanSignal																																																																																																																																																			
DATA	1	1	1	0	1	HsCGHBrightCorner	HsCGHBrightCorner	496.175	413.603	3.79E-02	6.15E-02	5.38E-01	4.75E+03	5.18E+03	4.75E+02	5.18E+02	5202.5	4940.5	21	25	6.68E+00	1.33E+01	0	0	0	0	0	0	0	0	1	1	0	5246.24	4945.66	1	1	1	1	26.4388	21.1313	26.3341																																																																																																																																																			
DATA	2	1	2	66	1	DarkCorner	DarkCorner	517.5	413.5	0.00E+00	6.20E-01	1.00E+00	8.84E+00	9.73E+00	8.90E+00	9.80E+00	70.5	47.5	21	25	6.67E+00	1.33E+01	0	0	0	0	0	0	1	0	1	1	0	4.20967	-1.08983	0	0	0	0	27.9146	21.3262	26.2038																																																																																																																																																			
DATA	3	1	3	66	1	DarkCorner	DarkCorner	539.078	413.824	0.00E+00	6.19E-01	1.00E+00	8.88E+00	9.77E+00	8.94E+00	9.84E+00	63	45	21	24	6.59E+00	1.34E+01	0	0	0	0	0	0	0	0	1	1	0	-6.44909	-8.63251	0	0	0	0	23.9365	21.2887	26.0982																																																																																																																																																			
DATA	4	1	4	0	0	A_14_P115374	chrX:128032779-128032839	559.836	413.623	2.11E-02	6.17E-02	7.32E-01	1.03E+03	1.08E+03	1.04E+02	1.09E+02	1171	1014	21	25	6.62E+00	1.35E+01	0	0	0	0	0	0	0	0	1	1	0	1121.99	1020.92	1	1	1	1	26.0017	21.4032	26.3081																																																																																																																																																			
DATA	6	1	6	0	0	A_14_P117421	chrX:37913469-37913525	601.75	413.393	2.87E-02	6.22E-02	6.44E-01	6.15E+02	6.57E+02	6.22E+01	6.65E+01	730.5	680.5	21	25	6.64E+00	1.36E+01	0	0	0	0	0	0	0	0	1	1	0	662.515	614.715	1	1	1	1	25.1049	21.4343	26.3468																																																																																																																																																			
DATA	7	1	7	0	0	A_14_P132867	chr17:40764598-40764658	622.746	413.356	9.56E-03	6.20E-02	8.78E-01	6.76E+02	6.91E+02	6.82E+01	6.98E+01	803	687	21	25	7.03E+00	1.36E+01	0	0	0	0	0	0	0	0	1	1	0	725.156	644.437	1	1	1	1	25.7804	21.9173	26.2762																																																																																																																																																			
DATA	9	1	9	0	0	A_14_P135481	chr10:64572021-64572081	665.417	413.783	-1.47E-02	6.18E-02	8.11E-01	8.96E+02	8.66E+02	9.01E+01	8.72E+01	994	803	21	24	6.94E+00	1.33E+01	0	0	0	0	0	0	0	0	1	1	0	954.897	803.956	1	1	1	1	25.3321	21.9248	25.7271
DATA	11	1	11	0	0	A_14_P107990	chr10:118969667-118969727	707.785	412.938	5.75E-02	6.21E-02	3.54E-01	7.68E+02	8.77E+02	7.74E+01	8.83E+01	837	850	21	24	6.89E+00	1.33E+01	0	0	0	0	0	0	0	0	1	1	0	813.397	810.137	1	1	1	1	27.501	21.7943	25.7539
DATA	12	1	12	0	0	A_14_P117420	chr5:76651896-76651956	728.937	413.031	-6.48E-03	6.17E-02	9.16E-01	9.77E+02	9.63E+02	9.82E+01	9.68E+01	1040.5	930.5	21	25	6.59E+00	1.36E+01	0	0	0	0	0	0	0	0	1	1	0	1032.11	887.96	1	1	1	1	27.501	21.5044	26.1509
DATA	14	1	14	0	0	A_14_P104522	chr1:38032446-38032506	771.03	412.955	2.71E-02	6.18E-02	6.60E-01	9.03E+02	9.61E+02	9.08E+01	9.66E+01	1003	920	21	25	6.87E+00	1.32E+01	0	0	0	0	0	0	0	0	1	1	0	949.748	884.281	1	1	1	1	28.1191	21.7672	26.4947
DATA	15	1	15	0	0	A_14_P138128	chr1:151199834-151199893	792.145	413.029	-8.93E-04	6.16E-02	9.88E-01	1.15E+03	1.15E+03	1.15E+02	1.15E+02	1228	1112	21	25	6.74E+00	1.32E+01	0	0	0	0	0	0	0	0	1	1	0	1208.76	1055.87	1	1	1	1	28.1191	21.5563	26.5333
DATA	16	1	16	0	0	A_14_P139248	chr14:24676354-24676407	812.292	413.167	7.76E-03	6.16E-02	9.00E-01	1.46E+03	1.49E+03	1.46E+02	1.49E+02	1608	1407	21	25	6.75E+00	1.32E+01	0	0	0	0	0	0	0	0	1	1	0	1531.55	1365.7	1	1	1	1	16.5837	21.5592	26.4374
DATA	17	1	17	0	0	A_14_P101185	chr1:31903583-31903643	834.879	412.955	7.85E-02	6.21E-02	2.06E-01	9.97E+02	1.19E+03	1.00E+02	1.20E+02	1114	1153	21	26	6.75E+00	1.33E+01	0	0	0	0	0	0	0	0	1	1	0	1043.93	1096.29	1	1	1	1	27.9146	21.522	26.7411
DATA	18	1	18	0	0	A_16_P00371348	chr2:50463521-50463580	855.966	412.797	-2.40E-02	6.19E-02	6.98E-01	8.80E+02	8.33E+02	8.85E+01	8.39E+01	932.5	783	21	25	6.69E+00	1.34E+01	0	0	0	0	0	0	0	0	1	1	0	921.103	764.519	1	1	1	1	25.7804	21.4247	26.496
DATA	19	1	19	0	0	A_14_P126527	chr17:29639180-29639240	876.836	412.623	4.64E-02	6.18E-02	4.53E-01	9.77E+02	1.09E+03	9.81E+01	1.09E+02	1108	1026	21	25	6.73E+00	1.34E+01	0	0	0	0	0	0	0	0	1	1	0	1021.85	997.996	1	1	1	1	26.0017	21.3256	26.3824
DATA	20	1	20	0	0	A_14_P127734	chr3:150954166-150954226	898.333	412.609	-5.37E-02	6.24E-02	3.89E-01	6.33E+02	5.59E+02	6.40E+01	5.68E+01	717.5	575	21	25	6.68E+00	1.34E+01	0	0	0	0	0	0	0	0	1	1	0	661.54	513.399	1	1	1	1	27.2919	21.2954	26.5014
DATA	21	1	21	0	0	A_14_P201908	chr2:200775358-200775414	918.885	412.459	2.49E-02	6.16E-02	6.86E-01	1.21E+03	1.29E+03	1.22E+02	1.29E+02	1315	1252	21	26	6.68E+00	1.33E+01	0	0	0	0	0	0	0	0	1	1	0	1269.8	1181.74	1	1	1	1	26.2212	21.2738	26.5163
DATA	22	1	22	0	0	A_14_P102906	chr8:105013864-105013924	939.932	412.271	-1.47E-02	6.17E-02	8.12E-01	1.06E+03	1.02E+03	1.06E+02	1.03E+02	1167	960.5	21	25	6.69E+00	1.32E+01	0	0	0	0	0	0	0	0	1	1	0	1106.65	940.787	1	1	1	1	26.0017	21.2832	26.4278
DATA	23	1	23	0	0	A_14_P132807	chr11:132287550-132287610	960.729	412.525	5.85E-02	6.20E-02	3.45E-01	9.09E+02	1.04E+03	9.14E+01	1.05E+02	1002.5	992.5	21	25	6.72E+00	1.30E+01	0	0	0	0	0	0	0	0	1	1	0	950.861	957.115	1	1	1	1	25.7804	21.4111	25.9922
DATA	24	1	24	0	0	A_14_P132132	chr11:44769996-44770056	982.377	412.557	2.82E-02	6.20E-02	6.49E-01	6.88E+02	7.34E+02	6.94E+01	7.41E+01	783.5	753.5	21	25	6.83E+00	1.33E+01	0	0	0	0	0	0	0	0	1	1	0	719.334	675.721	1	1	1	1	26.0017	21.4688	26.2539
DATA	25	1	25	0	0	A_14_P109738	chr2:194050180-194050240	1003.9	412.597	2.65E-03	6.21E-02	9.66E-01	6.72E+02	6.76E+02	6.79E+01	6.84E+01	771	665	21	25	6.82E+00	1.32E+01	0	0	0	0	0	0	0	0	1	1	0	703.814	623.669	1	1	1	1	26.2212	21.4235	25.899
DATA	26	1	26	0	0	A_14_P103273	chr3:85775703-85775763	1025.22	412.642	-2.67E-02	6.18E-02	6.65E-01	9.07E+02	8.52E+02	9.11E+01	8.58E+01	1014	795	21	25	6.84E+00	1.32E+01	0	0	0	0	0	0	0	0	1	1	0	949.693	786.874	1	1	1	1	27.0811	21.378	25.9153
DATA	27	1	27	0	0	A_14_P103005	chr15:34016288-34016348	1045.9	412.597	5.52E-03	6.16E-02	9.29E-01	1.26E+03	1.27E+03	1.26E+02	1.28E+02	1363	1144	21	24	6.83E+00	1.32E+01	0	0	0	0	0	0	0	0	1	1	0	1318.24	1176.99	1	1	1	1	26.2212	21.3293	25.8399
DATA	31	1	31	0	0	A_14_P120585	chr4:6066701-6066761	1130.71	412.286	1.80E-02	6.18E-02	7.71E-01	8.55E+02	8.92E+02	8.60E+01	8.97E+01	937	861	21	25	6.90E+00	1.31E+01	0	0	0	0	0	0	0	0	1	1	0	901.973	830.12	1	1	1	1	24.8756	21.522	25.941
DATA	32	1	32	0	0	A_14_P122596	chr3:143498781-143498841	1151.66	412.224	-4.36E-02	6.18E-02	4.80E-01	1.10E+03	9.97E+02	1.11E+02	1.00E+02	1199.5	951.5	21	25	6.89E+00	1.29E+01	0	0	0	0	0	0	0	0	1	1	0	1164.54	930.317	1	1	1	1	25.7804	21.5987	25.9772
DATA	33	1	33	0	0	A_14_P124032	chr4:171587902-171587962	1173.14	412.429	-3.30E-02	6.18E-02	5.94E-01	9.42E+02	8.73E+02	9.46E+01	8.79E+01	1061	849	21	25	6.95E+00	1.29E+01	0	0	0	0	0	0	0	0	1	1	0	996.842	816.477	1	1	1	1	26.6546	21.8337	25.8597
DATA	34	1	34	0	0	A_14_P121452	chr15:29409516-29409576	1194.05	412.092	6.37E-02	6.19E-02	3.04E-01	1.05E+03	1.22E+03	1.06E+02	1.22E+02	1154	1111	21	25	6.91E+00	1.28E+01	0	0	0	0	0	0	0	0	1	1	0	1117.99	1144.26	1	1	1	1	27.7085	21.9344	25.8936
DATA	36	1	36	0	0	A_14_P136972	chr20:37581110-37581170	1236.17	412.172	-7.50E-03	6.16E-02	9.03E-01	1.13E+03	1.11E+03	1.14E+02	1.12E+02	1191.5	1066	21	24	6.92E+00	1.29E+01	0	0	0	0	0	0	0	0	1	1	0	1205.35	1047.77	1	1	1	1	27.2919	22.017	25.8275
DATA	38	1	38	0	0	A_14_P127781	chr11:107708436-107708496	1278.63	411.661	-4.02E-03	6.15E-02	9.48E-01	1.82E+03	1.80E+03	1.82E+02	1.80E+02	1967	1650	22	25	6.93E+00	1.27E+01	0	0	0	0	0	0	0	0	1	1	0	1945.97	1706.04	1	1	1	1	25.5572	22.1932	25.8616
DATA	39	1	39	0	0	A_14_P100340	chr5:176883217-176883275	1300.07	411.328	1.18E-02	6.17E-02	8.49E-01	9.25E+02	9.50E+02	9.29E+01	9.56E+01	1010	903	21	25	6.92E+00	1.27E+01	0	0	0	0	0	0	0	0	1	1	0	992.339	902.448	1	1	1	1	26.0017	21.9616	25.8802
